EngineSize_L,Weight_kg,Horsepower,Mileage_km_per_l
3.94,1186,201,29.2
4.78,1256,164,28.73
1.86,1552,110,38.18
2.83,1292,67,33.45
3.08,1811,242,30.48
1.61,1239,133,39.41
1.8,1692,158,34.05
3.85,1543,100,30.03
4.29,1599,224,27.09
1.41,1078,93,40.0
1.94,800,119,40.0
3.88,1426,159,32.21
1.12,1218,189,40.0
2.28,1499,122,36.46
4.34,1536,143,27.59
4.07,1222,107,29.63
2.56,1146,135,36.35
1.77,1402,165,37.52
3.28,800,215,36.17
2.23,1268,146,36.21
3.17,1357,81,36.06
1.6,1534,224,36.86
1.78,1117,176,39.22
3.72,1361,162,30.02
3.35,1622,231,31.69
2.66,1492,219,32.63
4.63,1628,88,29.78
2.77,1092,131,35.52
1.74,1237,70,40.0
4.35,1462,137,32.59
4.8,1103,153,31.66
4.44,1281,60,32.17
4.05,1684,134,30.15
4.74,1432,116,26.99
2.11,1576,195,35.08
1.61,1867,224,34.83
3.98,1270,197,32.4
4.39,1844,128,29.0
4.95,1294,181,28.45
2.74,958,120,37.82
2.38,1460,97,34.91
3.7,1259,99,32.63
1.7,963,195,40.0
1.01,1193,228,40.0
3.09,1156,134,33.25
3.54,1574,174,31.26
3.02,1901,110,31.25
1.76,1489,184,37.46
3.54,1514,60,31.58
1.97,1153,199,36.62
2.64,1192,202,35.58
2.22,1526,108,36.29
1.55,1528,210,39.18
4.38,1735,60,28.95
3.43,1281,124,34.0
3.59,1202,186,32.79
4.85,2084,135,22.57
1.19,1656,60,38.45
1.9,1626,149,35.65
1.83,1030,100,40.0
4.37,1463,207,26.57
3.52,1746,60,31.14
2.57,1621,139,32.46
1.74,1671,64,37.98
4.36,1316,145,28.95
4.39,1093,84,33.01
2.96,1234,132,36.37
4.67,1517,112,27.66
3.3,1254,112,33.76
3.15,1651,146,31.5
1.91,1436,177,36.18
1.31,1367,146,38.21
2.88,1369,133,35.38
3.17,899,200,37.94
3.23,1043,98,36.57
4.08,1745,168,28.92
3.13,1324,124,34.12
4.45,1262,250,29.26
1.65,1009,99,40.0
3.87,1550,89,31.93
2.98,805,134,37.69
4.6,1530,129,29.05
2.78,800,149,40.0
3.96,1384,141,31.43
2.75,1662,135,33.67
4.35,1300,207,28.39
3.95,1367,207,31.3
3.84,1737,142,28.17
2.66,931,135,38.58
1.08,1312,147,40.0
4.33,1178,163,32.02
3.47,1337,60,34.8
3.41,1357,209,31.6
1.91,1678,185,33.65
2.2,954,124,40.0
4.44,1519,104,29.83
4.91,1884,78,23.77
2.25,1223,167,39.52
4.86,1463,233,27.23
2.76,1110,60,37.7
1.3,1931,137,34.22
3.66,817,60,34.14
2.38,1336,116,38.1
1.1,1385,118,40.0
2.16,800,209,40.0
1.67,957,149,40.0
3.83,1175,179,29.94
4.4,1270,113,29.28
4.71,1425,153,26.51
3.3,800,149,33.71
2.36,1609,239,34.17
3.08,1271,133,31.63
2.2,1431,151,36.46
2.74,1294,197,36.82
4.93,1128,105,29.26
4.53,1612,63,30.61
2.32,1759,120,35.47
1.13,1791,172,36.51
1.85,1524,123,38.26
3.92,1046,147,34.98
1.21,1261,113,40.0
2.65,1141,132,36.92
2.63,1244,78,37.1
3.39,982,175,37.47
2.86,1808,174,31.52
1.49,1392,219,39.39
1.16,1166,86,40.0
2.32,1556,240,35.01
3.35,1258,118,31.42
4.66,1391,60,30.89
3.72,1119,196,31.99
4.5,1094,197,32.88
1.94,1689,116,34.05
1.81,1575,86,39.0
3.53,1772,60,31.87
1.23,1291,70,40.0
4.8,1370,96,30.02
4.32,1540,176,26.45
3.36,1205,154,34.81
3.08,1014,147,36.61
2.51,1530,116,35.12
2.18,1242,138,36.33
2.19,1318,175,35.04
2.81,1824,168,30.55
2.49,1221,154,35.21
3.07,1489,190,33.41
2.32,1368,78,36.79
4.82,1421,85,28.42
2.21,882,180,40.0
2.06,1540,114,36.67
3.81,1866,125,29.44
1.38,1795,101,38.36
4.11,1338,111,32.63
4.85,1967,106,26.78
2.62,1744,218,32.95
2.31,1350,144,37.37
3.89,1868,156,29.1
1.93,1353,64,39.36
2.05,1528,98,32.54
4.92,1831,99,24.67
2.95,1232,160,36.98
2.11,1361,101,37.96
1.91,908,163,40.0
3.94,1217,60,32.78
3.93,1552,87,31.0
1.6,1394,62,38.21
3.05,1583,136,33.12
4.91,806,85,33.16
3.77,1499,128,28.69
4.23,1143,65,30.05
3.27,1657,60,32.97
1.45,1098,102,40.0
1.39,1667,217,35.89
3.65,965,64,34.07
4.01,1488,125,28.85
4.36,1395,159,29.63
4.04,1457,145,29.59
4.99,1327,96,30.34
2.28,1628,86,34.63
3.8,1473,139,29.29
1.16,1440,192,37.44
1.72,1414,117,38.43
1.47,1061,154,40.0
2.18,1477,136,35.78
2.83,1133,216,34.45
2.25,1690,84,34.87
3.67,1302,191,34.6
1.18,1369,84,37.42
4.57,1670,122,26.38
4.49,1245,192,28.28
4.85,1259,182,27.23
4.71,1395,74,29.68
4.9,1702,140,25.11
2.91,1644,193,30.27
4.64,1530,167,26.29
2.09,943,80,40.0
2.97,1687,126,32.66
1.57,1116,162,40.0
3.88,1434,126,29.71
4.64,1856,80,25.6
3.72,1188,145,33.01
2.84,1663,237,32.92
4.82,1340,142,28.37
1.73,937,60,38.54
4.97,1651,75,29.63
1.41,1322,187,39.21
2.4,1233,162,35.91
1.63,1664,158,34.95
3.12,1502,165,36.3
2.73,1192,222,35.83
4.29,973,170,33.97
3.54,1351,126,31.78
4.22,1296,129,30.05
1.78,1406,160,35.69
2.31,1506,60,38.02
1.48,1687,242,38.71
1.75,1693,124,33.28
1.71,2338,86,32.14
2.98,1515,138,35.89
3.05,1110,110,34.71
3.35,1448,239,30.53
1.95,1271,142,38.44
3.57,1082,155,35.89
4.14,1279,177,31.26
3.75,2061,110,27.95
1.98,1316,136,40.0
2.19,1808,154,33.37
2.21,1714,167,32.56
1.57,1495,82,38.45
4.28,1713,102,27.7
4.79,1541,60,27.42
1.4,1025,109,40.0
2.47,1562,149,35.33
4.2,1426,190,28.42
1.85,904,173,39.17
2.74,1445,99,31.2
1.05,1390,119,39.3
4.97,1471,183,28.21
2.34,2195,122,31.25
3.23,1903,128,29.91
1.99,1465,205,36.39
1.82,1706,179,34.77
3.4,1277,91,36.99
3.33,1203,111,33.09
4.22,1635,225,28.94
2.86,1302,158,36.53
1.47,1504,203,36.97
3.36,1202,83,35.98
3.69,1423,164,30.03
1.01,1606,172,37.56
3.21,1728,201,31.48
3.6,1237,204,31.78
2.68,1924,120,34.09
4.15,1512,156,31.19
2.08,1420,129,35.68
1.54,1498,173,36.43
4.53,1445,66,27.2
2.0,1494,60,39.26
2.76,1518,154,33.57
3.09,1422,139,35.05
2.64,1840,154,34.36
2.45,1414,124,36.84
3.29,959,194,32.02
4.29,1919,166,28.35
2.31,1514,116,35.7
2.68,990,133,36.43
3.37,1123,60,34.69
1.65,1339,254,35.73
3.66,1536,127,30.58
3.67,800,171,32.62
2.3,800,153,40.0
2.97,1427,139,34.66
3.02,1810,150,33.62
1.34,1804,60,35.38
1.01,1102,173,39.03
1.79,1575,115,34.54
4.89,1570,176,25.72
3.0,1468,171,32.06
3.4,1766,135,29.15
1.67,1171,200,40.0
1.18,1515,235,38.48
3.08,1985,99,30.01
1.09,1301,113,40.0
4.82,1260,60,27.52
4.08,1629,136,27.86
4.01,1513,156,28.25
3.33,855,97,36.28
3.8,1716,128,31.29
3.08,1036,242,35.11
1.39,1650,156,38.11
3.46,1365,135,33.38
4.34,1392,159,28.19
3.01,1425,157,31.37
3.95,1142,60,34.74
1.78,1767,131,35.21
4.0,1436,118,32.5
2.75,1303,203,35.48
3.28,1902,125,30.03
1.85,1377,224,40.0
4.22,1145,184,30.7
2.88,1654,209,29.53
2.4,1230,103,36.41
1.45,1907,148,35.27
4.88,1307,237,26.05
1.29,1241,64,40.0
2.44,1167,170,35.36
1.77,1406,197,40.0
3.86,1285,134,31.65
1.81,1348,154,36.98
3.53,985,208,35.22
3.5,1500,225,31.19
3.26,1580,61,30.8
1.55,1687,198,36.94
1.4,1226,83,38.39
3.32,1511,173,31.96
2.8,1695,60,31.47
2.36,1515,64,37.32
1.89,1207,255,38.67
2.11,1644,185,35.04
2.28,1807,60,33.94
3.14,1443,86,33.32
2.7,1510,95,32.52
3.03,1084,119,36.6
2.49,1260,95,37.12
4.71,1686,68,25.6
1.22,1407,109,40.0
1.32,1136,130,40.0
2.96,1820,92,31.51
2.3,1715,185,32.4
4.05,1315,84,30.88
2.71,2177,165,28.95
2.43,1255,158,36.25
4.48,922,114,31.66
3.08,1355,108,33.49
4.83,940,188,30.02
1.33,1553,98,39.34
2.37,1826,192,32.59
1.97,1165,140,37.49
3.0,1276,202,34.04
1.52,1248,62,40.0
4.83,1293,132,30.07
3.32,1363,104,32.49
1.04,1199,221,40.0
1.88,1587,149,37.84
1.85,1080,113,39.91
1.12,1480,83,37.77
3.67,1650,94,33.26
1.12,1106,161,40.0
3.16,924,173,36.65
2.61,1024,222,37.28
1.3,1278,141,40.0
3.91,1023,60,35.07
1.74,1852,160,36.63
4.29,1392,165,28.13
1.08,1190,118,40.0
4.28,1168,170,29.24
1.38,1648,148,35.81
4.58,1727,169,25.45
2.16,1266,70,37.33
4.41,1465,162,28.97
2.11,1550,69,35.19
4.72,1538,88,28.73
2.88,1602,145,32.39
2.19,1718,111,35.34
1.29,1589,111,35.06
2.63,1252,143,34.07
2.23,1307,139,37.18
2.39,951,66,39.12
4.94,1457,127,30.4
1.57,1436,184,40.0
2.5,1258,153,33.11
1.54,1489,242,35.11
4.42,1270,165,28.29
1.99,1150,218,35.67
4.36,1770,74,27.32
1.67,1237,135,40.0
3.98,1373,84,32.1
3.86,1600,100,31.21
2.13,1096,226,35.78
4.1,1455,60,29.82
4.68,1124,187,29.23
1.2,1582,164,37.83
1.3,2050,173,32.72
3.26,1695,124,28.97
1.28,1777,210,35.63
1.55,1565,149,36.64
2.7,1922,169,30.86
2.92,800,60,37.96
4.3,1499,82,28.84
1.36,1692,119,38.09
3.32,1320,168,31.31
1.42,1598,75,39.73
2.12,1236,60,37.57
4.1,1828,142,27.43
3.83,1404,88,31.09
2.43,1330,150,35.65
4.79,1199,120,29.56
2.47,1429,166,36.26
3.12,1859,63,31.2
4.52,1754,107,26.99
3.15,1155,120,35.85
1.94,1440,183,35.13
1.17,1551,111,37.66
2.93,1347,137,35.06
1.94,1468,84,38.68
1.05,1767,163,38.41
3.31,1376,170,32.69
1.61,1546,131,36.35
3.43,1733,106,32.57
4.59,1633,107,26.44
1.97,1457,122,37.48
4.84,1840,164,23.46
2.38,1193,120,40.0
1.11,915,196,40.0
2.44,1512,130,35.23
3.92,1982,81,25.34
2.44,2064,224,34.12
1.88,1147,103,40.0
1.76,1245,92,40.0
1.82,899,118,39.68
4.15,1450,196,30.49
1.64,1623,183,34.93
3.57,1125,165,34.61
3.39,1282,159,30.54
3.31,1816,154,29.25
3.41,1997,153,26.89
2.0,1665,160,35.33
3.12,1250,119,31.71
1.83,1939,96,35.82
1.53,1570,175,38.08
3.85,1297,86,31.95
2.87,1227,138,35.76
2.98,800,104,39.01
1.03,1926,97,36.43
4.43,2185,169,23.76
1.1,1399,151,39.33
1.77,1598,198,34.98
3.49,1388,119,32.71
2.83,1469,163,35.47
3.05,1082,99,36.06
4.1,1542,152,28.87
3.23,1977,80,32.1
3.39,1396,98,33.73
4.11,1306,158,29.73
4.43,1736,60,29.52
4.12,1204,196,29.72
1.56,1319,145,38.1
2.07,1301,115,35.73
2.76,1256,152,37.44
4.75,1143,170,30.4
2.56,1649,235,34.32
1.92,1857,66,35.56
4.95,1659,107,23.16
4.33,2026,198,27.06
3.69,1661,128,31.18
2.02,1432,158,35.92
3.96,1344,60,32.06
4.58,1445,161,28.05
4.77,1699,135,26.8
3.91,1497,141,30.87
3.29,1774,148,31.66
4.94,1179,84,32.14
4.17,1335,97,30.05
2.13,1544,205,35.97
4.43,1135,123,28.96
4.11,1545,236,27.03
3.94,800,195,31.58
3.54,1620,144,31.67
4.76,1255,139,27.79
2.71,1334,132,35.51
4.24,1204,122,32.23
4.61,1405,125,29.03
3.62,1145,254,31.43
1.9,1139,134,36.65
4.46,1511,196,26.46
4.6,800,119,33.41
3.77,1275,60,34.42
4.95,1611,104,25.76
2.37,1196,134,38.9
2.49,1697,130,37.12
4.89,993,153,32.37
4.72,1054,124,30.06
2.79,871,60,39.39
1.32,912,170,40.0
1.2,1095,129,40.0
1.68,1577,123,35.57
1.46,1039,148,40.0
3.72,1290,178,28.39
1.24,966,171,40.0
4.19,1473,144,28.35
1.36,1127,192,39.05
2.28,1744,170,32.98
2.36,1473,95,33.05
2.1,902,112,40.0
3.71,800,127,33.79
3.32,1364,230,32.09
2.84,1076,145,37.11
1.76,1458,83,37.08
2.61,1470,186,32.82
3.93,1549,109,29.77
3.31,1655,253,28.65
1.2,1261,157,39.42
4.91,1710,60,25.27
1.33,974,128,40.0
1.03,1617,129,39.97
1.74,1304,124,38.45
4.74,1784,182,25.07
2.66,1901,165,31.33
3.59,1748,198,29.24
1.95,1748,166,36.92
2.82,1401,160,31.04
3.46,800,78,33.03
4.8,1772,152,24.8
2.55,1435,169,33.75
2.52,1670,161,32.37
1.4,1322,164,40.0
4.18,1583,61,30.93
4.8,1772,153,27.55
1.01,1192,117,40.0
4.34,1573,168,25.78
1.74,1402,192,38.51
4.76,1515,179,27.35
3.23,1488,128,32.16
4.43,1773,98,27.61
3.41,1208,140,35.09
3.78,1442,133,33.07
4.61,1432,183,27.75
2.06,1485,187,36.81
3.07,1027,174,38.36
4.56,1521,119,28.45
4.03,1767,185,26.68
1.36,1279,160,38.88
1.9,988,63,39.89
3.54,1610,87,30.78
1.72,1193,81,40.0
2.09,970,109,39.88
2.11,1404,179,35.9
1.85,1009,203,38.14
3.78,984,126,32.46
2.15,1649,135,34.57
4.41,1405,112,31.58
4.99,1009,150,31.54
2.53,1239,108,34.74
4.55,2148,154,22.95
3.0,1362,200,35.4
3.64,1348,130,30.16
4.78,1053,119,28.84
3.33,1405,137,32.73
4.95,1025,121,29.34
1.94,930,154,40.0
4.92,1465,185,25.95
1.7,982,84,40.0
4.65,1468,74,29.12
3.78,1935,105,29.52
4.69,1577,162,27.01
4.02,934,168,33.72
2.21,1153,225,38.2
1.65,1054,172,38.75
4.98,1373,133,28.61
3.94,1529,84,28.9
4.43,960,141,31.73
3.41,1412,149,31.16
1.05,1744,133,37.55
4.55,1419,127,31.3
3.79,1227,158,33.65
4.49,1720,148,28.69
2.2,1779,217,31.22
2.76,1421,113,36.52
4.45,1314,161,29.07
4.47,1473,123,30.83
4.15,1852,123,27.31
2.58,1134,143,35.39
4.17,1520,207,30.52
2.91,1837,184,30.97
1.34,1723,83,35.82
2.49,800,152,37.08
3.71,1428,60,32.72
3.82,1624,122,28.93
3.06,1638,192,31.32
4.53,1847,115,30.13
3.12,1049,113,34.46
4.22,1285,234,30.09
4.67,1538,162,24.36
1.74,1490,194,34.11
1.59,1973,203,33.01
4.44,1061,137,31.03
2.86,1728,188,31.01
1.42,1532,137,37.24
1.04,1307,134,40.0
3.64,1481,161,29.06
3.87,1513,188,30.31
1.12,837,133,40.0
4.55,1421,175,27.57
4.02,1573,95,29.77
3.76,1706,160,27.84
4.38,1454,60,32.67
4.8,1557,150,26.73
4.86,1534,68,27.59
4.15,1494,191,28.92
1.85,1429,132,39.08
4.71,1477,133,26.23
2.51,1647,151,33.62
2.81,1171,120,38.18
1.26,1223,119,39.39
3.81,1321,132,33.08
1.43,1307,89,39.65
4.74,1163,60,32.2
2.3,1436,114,38.27
3.03,1477,113,32.56
4.19,1835,60,27.72
2.66,1176,158,33.43
1.04,1323,126,39.5
2.05,2032,174,31.93
2.67,1134,140,34.83
4.13,1565,125,29.63
3.6,1036,142,32.6
3.7,1476,60,32.21
1.08,1368,117,38.28
4.82,1587,179,26.52
1.35,1346,249,39.65
2.84,1603,101,32.78
1.46,1540,170,34.37
1.92,2004,120,34.47
2.04,1153,170,39.19
1.02,1056,152,40.0
3.58,1369,70,31.15
3.16,1575,143,33.71
2.99,1638,150,32.53
2.79,1234,135,36.27
4.39,1939,61,27.87
2.22,1385,139,36.28
1.72,941,128,40.0
4.35,1457,138,27.53
4.34,1392,170,28.55
4.02,1329,108,30.66
1.49,1466,148,37.09
1.24,1486,145,39.55
3.22,1152,83,34.87
1.79,1110,60,39.55
3.72,1117,135,33.83
4.24,2022,129,26.37
1.59,1333,111,40.0
2.81,1748,154,33.94
3.29,1756,156,29.12
2.76,1288,109,36.12
4.73,1555,202,27.48
4.76,1592,106,29.09
4.37,1151,229,28.57
1.26,1171,176,40.0
4.8,1594,141,26.37
4.05,1397,68,29.39
3.75,800,77,37.14
2.6,1212,152,37.44
4.98,1153,128,29.68
1.38,1287,103,39.79
4.66,955,165,31.02
4.74,1427,138,27.31
3.33,1481,87,31.4
3.74,1360,121,29.65
2.01,1273,128,38.16
1.33,1195,169,40.0
2.22,1495,140,36.48
4.31,954,141,31.09
2.34,1955,195,28.78
3.91,1740,60,29.61
1.03,800,227,40.0
4.49,1858,66,24.15
4.14,1498,70,27.84
3.31,1484,126,31.31
3.17,1286,104,32.66
4.36,1602,233,28.93
1.41,1267,92,40.0
2.56,1174,102,37.17
4.8,1264,135,29.59
2.33,1255,218,36.34
4.68,1387,196,26.74
2.34,1473,150,36.8
4.19,800,77,35.43
4.68,1547,60,29.27
1.23,1353,91,40.0
2.68,1609,60,32.74
1.24,1455,78,39.86
2.09,800,60,40.0
4.7,1459,158,28.21
3.79,1255,76,32.4
3.25,834,189,34.55
3.07,1207,146,32.07
3.53,1049,138,34.9
4.44,1583,173,25.32
4.34,1808,118,25.72
4.83,1493,144,28.32
1.67,1601,94,37.76
1.34,1104,189,40.0
4.13,1590,207,29.6
4.92,1250,117,31.33
1.28,872,204,40.0
2.39,1352,137,35.01
2.07,1481,175,36.97
1.65,1737,136,36.02
1.98,1292,128,36.21
1.38,1075,115,40.0
4.09,1506,167,30.45
4.8,1372,79,26.91
1.24,1219,150,40.0
4.01,1462,190,30.51
3.4,1714,88,30.7
2.64,1356,179,33.69
2.36,2248,197,30.72
3.78,1041,97,30.91
1.22,1441,126,40.0
1.26,1552,103,34.43
3.87,896,146,34.85
3.9,1424,84,30.31
1.67,966,182,39.02
2.55,1190,107,36.37
4.14,1163,85,31.97
1.2,1158,162,40.0
2.7,2210,87,29.77
3.02,1323,137,37.42
3.72,1591,195,30.35
3.51,1098,183,34.0
1.48,1501,191,37.29
3.06,988,125,34.47
4.43,2046,136,24.5
3.87,1586,163,31.0
2.13,1531,125,35.86
1.96,1281,168,37.26
3.56,1471,72,33.23
2.64,1938,136,31.06
1.68,1340,198,34.58
1.02,1490,122,38.6
4.56,1029,141,31.07
4.38,1780,250,26.08
4.5,1447,108,27.18
3.04,1532,134,34.41
1.76,1106,60,40.0
2.97,1053,160,36.88
2.7,1288,172,34.06
3.63,1582,169,32.45
4.96,1532,225,26.79
1.83,1459,168,36.2
3.92,1007,137,33.9
2.84,1043,177,37.31
4.1,1417,116,32.93
1.63,800,170,40.0
2.77,1145,283,35.94
2.34,1525,242,35.59
2.77,1875,221,30.93
4.67,1410,159,29.26
3.19,1665,97,33.75
3.19,1644,122,29.96
1.27,1191,254,40.0
2.94,1929,130,31.92
3.71,1589,201,29.25
2.24,1466,97,39.51
4.78,1820,162,24.36
4.28,1701,172,29.27
4.92,1622,108,29.13
2.42,947,78,38.88
3.08,1516,107,35.5
3.51,1440,187,30.61
2.65,1400,211,30.99
1.91,1624,109,34.93
2.24,1201,102,37.64
3.58,1687,90,31.75
1.66,1367,200,39.39
1.95,1612,112,35.93
3.83,957,65,36.6
1.47,1464,128,36.42
1.26,801,104,40.0
2.8,1800,209,31.48
3.21,1474,181,32.23
2.23,1303,153,35.9
1.76,1547,212,34.45
3.97,1370,150,28.67
4.36,1052,125,31.84
4.83,1335,99,28.57
2.62,1259,122,35.11
1.39,1146,65,39.95
3.97,1215,207,30.35
4.91,1310,107,31.69
2.13,1687,64,33.49
2.08,1717,192,31.85
1.65,1548,134,36.07
1.13,1804,60,38.73
4.4,1879,70,26.24
3.41,2152,78,28.98
1.12,1097,60,40.0
1.73,1644,121,37.76
1.41,1636,182,37.56
1.68,1506,148,37.28
1.52,1231,60,40.0
2.39,1649,108,32.65
3.78,1956,160,25.32
2.05,1878,129,33.56
2.5,1854,161,32.6
1.49,1440,146,38.72
1.36,800,85,40.0
2.55,1425,77,36.46
2.86,1244,131,35.41
3.93,2094,106,26.74
1.71,1443,149,38.27
2.39,1323,193,34.56
3.27,1431,194,32.04
3.93,1577,76,33.01
4.03,1394,114,30.74
4.33,1404,85,32.42
4.56,1727,171,28.39
3.22,905,157,37.51
1.23,1610,208,36.95
3.2,1281,113,33.36
1.33,1749,120,37.4
3.62,1377,118,31.27
1.88,1200,164,39.08
2.8,1480,160,34.7
3.27,1229,81,36.25
4.58,1840,60,25.12
1.09,1515,129,37.36
2.04,1098,81,37.08
1.46,1214,120,37.59
3.84,1375,159,33.63
3.07,1364,78,34.23
2.45,1473,86,36.97
1.67,979,132,39.69
4.21,1968,263,25.86
3.86,1254,109,32.03
1.49,1162,168,37.43
2.89,1088,69,39.42
4.18,1099,211,32.54
1.28,1635,130,35.4
3.59,1265,142,31.7
3.55,967,105,36.83
2.86,1253,120,36.51
3.16,1491,222,31.39
4.88,1623,102,29.88
4.65,1005,121,31.61
2.41,800,146,37.09
2.64,1053,141,38.38
1.15,1986,129,34.77
2.27,800,134,40.0
2.0,1058,196,39.21
4.94,1462,174,24.81
4.34,2115,116,25.08
2.26,1261,148,40.0
2.29,1495,178,32.97
3.65,1780,142,26.32
2.95,1099,65,36.96
4.86,1901,207,25.52
1.06,1124,62,40.0
3.93,1616,242,28.34
3.43,2189,133,27.28
3.37,1200,219,34.75
4.38,1371,113,30.26
4.29,1268,175,30.03
1.84,1366,74,38.4
4.28,1262,150,30.62
2.81,1614,90,33.75
1.9,1433,157,36.55
4.9,1501,237,24.16
3.09,1376,182,32.41
3.37,1376,171,29.89
4.79,1429,139,27.26
3.79,1413,94,33.2
2.2,1298,250,37.41
1.8,1621,60,36.03
4.65,1350,210,30.64
2.51,1566,167,35.45
3.14,1516,121,35.17
3.07,1883,176,28.5
2.87,1043,154,35.33
3.67,1418,147,29.52
2.3,1522,117,37.44
1.52,1639,70,39.43
1.44,1273,88,36.83
3.78,1758,169,29.35
4.74,806,119,34.09
1.57,1442,158,36.48
1.48,1888,83,34.6
2.09,1398,89,37.81
2.51,1277,111,35.45
4.28,1713,234,29.08
3.9,1359,114,29.85
2.68,944,89,39.19
3.05,1595,209,31.76
4.82,1157,233,28.38
3.41,1610,63,32.88
2.47,1672,97,33.21
3.07,1796,246,28.28
4.49,1564,133,26.63
1.76,1627,169,35.17
2.76,1361,131,35.81
2.81,1746,164,30.6
1.43,1722,134,38.06
4.45,1699,121,29.1
2.99,1652,98,32.8
1.86,1171,142,40.0
3.0,1796,140,31.7
1.3,1620,183,38.78
1.89,800,130,39.38
1.14,1827,96,38.9
1.24,1358,97,40.0
2.92,1477,127,35.27
4.17,1326,61,32.14
2.09,1636,175,34.98
3.93,1510,167,28.01
2.13,1357,239,36.23
3.95,865,67,34.99
4.28,1915,120,25.01
1.2,1340,101,39.02
4.08,1070,193,30.3
4.22,2199,182,25.2
4.57,1750,149,25.64
1.78,1246,155,38.35
4.38,988,200,32.23
1.95,1380,126,37.48
3.36,1824,171,30.09
1.65,1016,167,40.0
3.93,1336,100,32.47
2.04,1798,97,35.11
1.64,821,104,40.0
2.89,1085,205,38.13
1.72,1319,174,40.0
1.08,1292,206,37.42
3.05,1531,105,32.05
4.07,800,221,33.85
3.75,1568,98,32.82
2.1,1331,60,36.57
2.07,1520,60,35.66
3.52,1074,123,33.89
4.09,922,131,34.49
4.5,1208,103,30.4
2.35,1380,60,36.7
2.49,1274,183,35.6
1.73,1016,145,39.25
4.59,1078,168,29.57
3.08,1216,208,31.25
3.02,2022,60,28.18
3.4,1703,188,31.86
3.9,1421,157,30.53
4.07,1374,191,29.22
4.45,1757,202,25.32
1.38,1412,132,36.0
4.81,1403,296,26.61
1.49,1056,205,37.69
2.37,1744,123,32.7
1.94,1248,103,37.8
2.22,1151,79,36.94
1.52,1398,113,40.0
1.08,1907,156,37.67
3.38,1466,122,31.36
1.95,1105,195,39.73
1.24,1318,204,39.16
3.69,1635,171,32.69
1.43,1617,130,36.68
4.47,1288,206,28.8
4.72,864,146,32.05
3.02,1440,242,33.71
1.21,1547,60,40.0
3.69,1486,151,32.39
4.71,1845,168,27.15
1.05,1909,233,39.08
2.71,1864,128,33.6
1.37,1170,181,40.0
1.15,1492,60,40.0
4.87,1206,135,26.52
3.72,1340,180,30.69
1.1,1552,164,39.64
1.49,1112,128,40.0
1.86,1464,91,34.51
2.75,1021,138,37.35
1.96,1435,146,36.96
2.36,1238,142,33.4
2.36,1260,244,38.59
4.5,1393,100,29.32
3.18,1487,198,31.65
2.15,1107,165,35.8
2.71,1497,122,34.73
3.44,1351,180,32.8
1.03,1193,221,40.0
2.74,1498,68,32.24
1.31,1671,256,37.61
2.78,2011,237,29.11
3.81,1012,195,33.95
4.99,1764,126,26.95
4.59,1261,110,29.05
2.54,1496,266,32.3
1.0,1039,189,39.6
4.32,1555,206,29.41
2.0,1176,252,35.36
3.42,1403,224,33.53
2.18,1179,132,39.42
3.02,1203,104,36.38
1.98,1170,104,38.32
4.44,1956,134,26.73
4.67,1128,84,31.36
4.95,1664,153,25.71
3.33,1309,71,33.28
1.41,1189,213,39.15
1.93,1485,229,34.6
2.57,1685,173,34.36
3.91,1115,173,35.74
1.55,2080,190,32.63
2.64,1937,96,32.94
2.27,1391,102,37.34
4.83,1542,166,29.04
3.59,1502,60,31.95
2.18,1420,156,35.52
2.06,1618,201,34.01
4.82,1196,103,32.31
3.58,1777,189,31.11
3.45,1298,165,31.06
1.48,1575,135,39.93
2.01,1370,101,37.53
1.31,1201,140,40.0
1.86,1061,134,37.94
1.16,1314,150,40.0
4.97,1336,123,27.78
1.2,1726,113,38.49
2.54,1224,135,34.17
2.67,1709,159,33.11
3.28,976,213,32.01
1.31,1221,181,39.91
2.52,1692,88,33.4
3.19,1585,164,30.42
2.15,1433,188,36.91
4.83,946,204,28.92
3.25,1633,136,32.26
2.02,1231,285,36.62
2.51,1547,164,34.2
5.0,1297,123,31.44
4.11,1313,70,32.61
1.98,1262,187,38.68
3.96,1967,119,27.21
3.01,1239,73,35.57
1.84,1068,135,37.18
1.43,1543,237,35.95
2.78,816,133,37.59
4.52,1130,114,31.17
1.35,1826,100,34.85
1.77,1329,249,37.77
2.41,1262,120,36.63
2.4,2011,143,32.39
4.77,1411,176,29.33
1.64,1181,61,38.49
2.1,1576,99,35.64
4.42,1284,131,29.69
3.88,1380,111,30.23
1.95,1355,125,37.56
1.28,872,258,40.0
2.19,1600,221,34.37
2.11,2046,62,32.98
2.92,800,128,35.94
4.91,1806,204,23.73
3.1,1340,129,32.46
4.33,1188,92,29.42
1.65,1495,199,36.99
2.81,1602,152,32.83
1.67,1456,87,38.52
3.14,1154,109,35.37
3.48,1307,127,34.41
1.14,1428,106,40.0
4.41,1504,91,29.46
3.04,1726,176,28.75
4.17,945,108,32.58
2.11,1458,60,38.65
1.25,1363,184,38.61
1.49,1403,149,36.17
1.7,1674,113,36.79
4.37,1182,182,29.36
1.43,1162,142,38.11
2.83,1024,157,36.73
2.66,1427,141,33.67
4.73,1123,151,31.8
2.48,1132,148,36.24
1.41,1479,175,40.0
4.15,1255,99,30.54
1.74,1257,135,40.0
2.02,1540,164,35.7
3.65,1175,75,35.97
1.47,1521,154,38.27
1.63,1730,131,37.45
