MonthlyCharges,ContractType,CustomerServiceCalls,Churn
119.86,One year,3,0
90.53,One year,3,0
44.0,Month-to-month,2,0
101.69,Month-to-month,4,1
10.0,Two year,2,0
100.56,One year,1,0
54.77,Two year,3,0
46.09,Month-to-month,2,0
53.81,One year,1,0
49.02,Month-to-month,0,1
84.12,One year,2,0
86.16,Two year,2,0
16.61,Month-to-month,4,0
74.11,Month-to-month,1,0
62.54,Two year,2,0
93.64,Month-to-month,2,0
48.5,Month-to-month,4,1
46.08,One year,3,0
81.28,Month-to-month,2,0
43.53,Month-to-month,0,0
98.29,Month-to-month,3,0
41.93,One year,5,0
58.11,One year,3,0
114.23,One year,3,0
43.31,One year,2,0
82.66,One year,3,0
82.1,Two year,4,0
82.17,Two year,1,0
55.59,Month-to-month,5,0
123.77,Month-to-month,0,0
83.45,Month-to-month,2,0
49.86,One year,2,0
45.02,Two year,1,0
41.64,Month-to-month,3,0
86.84,Month-to-month,2,0
89.01,One year,1,0
66.94,Month-to-month,0,0
54.52,One year,1,0
10.0,One year,2,0
32.59,Two year,3,0
113.94,One year,3,0
52.77,Month-to-month,0,0
39.56,Two year,0,0
72.1,Month-to-month,2,0
82.65,Month-to-month,6,0
40.73,Month-to-month,5,1
82.13,Two year,3,1
99.35,Month-to-month,3,0
97.95,Month-to-month,2,0
63.76,Two year,2,0
72.2,Month-to-month,1,1
34.3,One year,3,0
50.88,Two year,2,1
130.24,Month-to-month,1,0
36.32,Month-to-month,1,0
10.0,Month-to-month,4,0
101.19,One year,0,0
46.85,One year,1,0
71.4,Month-to-month,3,1
16.25,Two year,2,0
62.18,Month-to-month,4,0
71.29,One year,2,0
75.73,Month-to-month,2,0
99.86,Month-to-month,2,0
56.38,Month-to-month,4,0
49.53,One year,4,1
70.15,Month-to-month,0,1
73.61,One year,0,0
73.96,Month-to-month,1,1
28.88,Month-to-month,0,0
115.0,Month-to-month,1,0
125.6,Month-to-month,2,0
143.62,Two year,2,0
91.82,One year,3,0
39.38,One year,3,0
86.25,Two year,2,0
51.5,Month-to-month,1,0
100.47,One year,1,0
82.06,Month-to-month,4,1
50.11,Month-to-month,1,0
88.29,Month-to-month,1,0
113.27,One year,2,0
31.44,One year,1,1
46.77,Month-to-month,1,0
97.43,Month-to-month,1,0
51.43,Month-to-month,2,0
10.0,One year,3,0
24.12,One year,4,0
108.57,One year,1,0
97.3,Month-to-month,2,0
44.06,One year,4,0
39.52,One year,0,1
92.47,Month-to-month,5,0
19.34,One year,3,1
103.52,Month-to-month,3,1
73.28,Two year,1,0
48.77,Month-to-month,1,0
92.28,One year,0,1
67.79,One year,1,0
48.03,Two year,3,0
68.61,One year,2,0
111.12,Two year,1,0
25.49,Month-to-month,7,1
24.12,One year,1,0
88.18,Month-to-month,2,0
117.19,Two year,3,1
63.33,One year,2,0
120.96,Month-to-month,2,1
50.74,Month-to-month,4,1
30.24,One year,4,0
101.49,Month-to-month,0,1
41.51,Two year,2,0
43.71,One year,3,0
89.94,Month-to-month,3,0
48.62,Month-to-month,6,1
100.0,Month-to-month,1,0
47.15,Two year,3,0
89.9,Month-to-month,2,0
110.79,Month-to-month,5,0
70.91,One year,2,0
47.93,One year,3,0
28.67,One year,1,0
105.48,Two year,3,1
40.96,Two year,2,0
16.61,Month-to-month,3,0
109.71,Month-to-month,2,0
38.11,Month-to-month,4,0
141.96,Month-to-month,0,1
38.72,One year,5,1
78.89,Two year,3,0
69.43,Month-to-month,5,1
70.88,One year,3,1
106.91,Month-to-month,2,1
28.62,Month-to-month,3,0
95.63,Month-to-month,4,1
48.01,Month-to-month,4,0
96.8,Month-to-month,2,0
72.94,Month-to-month,3,0
127.1,One year,2,0
48.43,One year,0,0
106.18,One year,1,0
51.78,Month-to-month,3,1
56.73,One year,0,0
59.23,Month-to-month,5,1
116.18,One year,1,0
115.09,Two year,4,0
80.23,One year,2,1
38.2,Two year,1,0
116.74,Month-to-month,3,0
89.89,Month-to-month,2,0
48.83,One year,2,0
64.75,One year,3,0
41.94,Month-to-month,2,0
36.12,One year,2,1
90.98,One year,7,0
31.39,Month-to-month,3,0
55.57,Month-to-month,0,0
66.32,Month-to-month,1,0
124.41,One year,4,1
71.78,Month-to-month,2,1
70.09,Month-to-month,1,0
89.58,Month-to-month,4,0
56.08,One year,1,0
34.37,One year,0,0
52.89,Month-to-month,2,0
72.18,Month-to-month,0,1
51.11,Month-to-month,1,0
76.13,Month-to-month,2,0
155.16,Month-to-month,2,0
36.97,Two year,0,1
56.29,Month-to-month,4,0
38.1,Month-to-month,1,1
111.44,Month-to-month,2,0
62.72,Two year,2,0
62.08,Two year,3,0
69.51,Month-to-month,4,0
59.09,Month-to-month,5,0
46.84,Two year,1,0
92.87,Month-to-month,3,0
41.69,One year,3,0
123.36,Month-to-month,5,0
40.17,Two year,4,0
45.23,Month-to-month,1,0
88.43,Two year,3,0
93.61,One year,2,1
62.89,One year,3,0
95.08,Two year,2,0
28.52,Month-to-month,2,0
39.21,One year,3,0
89.99,Month-to-month,4,1
86.77,Month-to-month,4,0
72.43,One year,2,0
112.59,Month-to-month,1,0
67.7,Month-to-month,3,0
10.0,Two year,4,0
147.69,One year,2,1
84.95,One year,2,0
62.51,Two year,2,0
84.79,Month-to-month,5,1
42.74,Month-to-month,1,0
110.07,Month-to-month,2,0
46.89,Month-to-month,1,0
65.88,Month-to-month,1,0
56.97,Month-to-month,4,0
69.49,Month-to-month,2,0
33.81,One year,2,1
38.03,Month-to-month,1,1
56.43,Month-to-month,0,0
57.67,One year,0,0
68.39,Month-to-month,4,0
55.5,Month-to-month,1,0
40.44,Two year,2,0
102.2,One year,3,0
51.52,Two year,2,1
129.16,Month-to-month,1,0
65.88,Month-to-month,1,0
84.14,One year,3,1
35.06,Two year,2,0
96.89,Month-to-month,2,1
58.59,Two year,3,0
87.31,One year,1,0
59.46,One year,2,1
72.57,Two year,1,0
63.77,Month-to-month,2,0
56.6,Month-to-month,3,0
77.53,One year,3,0
110.01,One year,2,0
110.73,Two year,5,0
75.58,Two year,2,0
69.36,Month-to-month,3,0
61.82,Month-to-month,2,0
86.66,Month-to-month,5,1
42.44,Month-to-month,1,0
73.42,Month-to-month,0,0
80.89,One year,2,0
73.84,Month-to-month,2,0
77.11,Month-to-month,0,1
105.4,One year,3,0
39.09,Two year,0,1
48.89,One year,2,1
84.21,Month-to-month,1,0
51.91,Two year,3,0
99.42,Month-to-month,1,1
66.88,Month-to-month,1,0
62.57,Month-to-month,6,1
16.24,Month-to-month,0,0
95.29,Month-to-month,2,1
49.6,Month-to-month,5,0
30.11,Two year,2,0
58.03,Month-to-month,3,1
51.86,Month-to-month,3,0
12.94,Month-to-month,2,1
85.61,Month-to-month,3,0
95.02,One year,2,1
134.16,One year,2,1
113.81,Month-to-month,2,0
102.25,Two year,2,0
77.76,Month-to-month,2,1
104.62,Month-to-month,1,0
63.78,Month-to-month,2,0
61.43,Month-to-month,0,0
96.95,Month-to-month,1,0
78.44,Month-to-month,2,0
58.3,Month-to-month,3,0
136.1,Two year,1,0
10.52,Month-to-month,2,0
67.74,Month-to-month,2,0
82.88,Two year,1,1
103.16,Two year,2,0
91.4,Month-to-month,1,1
79.78,Month-to-month,1,0
89.88,One year,0,0
37.14,Two year,1,0
55.01,Month-to-month,1,1
64.1,One year,3,0
57.83,One year,4,0
101.7,Month-to-month,3,0
98.67,Month-to-month,5,0
96.17,One year,3,0
85.63,Month-to-month,1,0
77.2,Month-to-month,4,0
93.25,Month-to-month,2,0
65.21,Month-to-month,0,0
65.46,Month-to-month,2,0
74.95,Two year,0,0
65.67,Month-to-month,4,0
61.31,Month-to-month,2,0
50.26,One year,1,0
40.05,Month-to-month,2,0
54.33,Month-to-month,3,0
60.98,One year,1,0
59.19,Two year,5,0
49.7,One year,4,0
95.92,Month-to-month,5,0
73.61,Month-to-month,1,0
98.97,Month-to-month,1,0
116.83,Month-to-month,0,1
40.02,Two year,2,0
63.89,One year,2,0
95.01,One year,3,1
34.22,Month-to-month,2,0
75.32,Two year,0,0
67.26,Month-to-month,3,0
78.53,Month-to-month,3,0
10.0,Month-to-month,3,0
137.32,Month-to-month,1,0
67.61,One year,3,0
26.22,Month-to-month,4,0
83.88,Month-to-month,0,0
60.1,Month-to-month,4,0
19.51,Month-to-month,1,1
117.83,Month-to-month,3,1
80.16,Month-to-month,2,0
61.74,Month-to-month,2,0
68.63,One year,1,0
76.14,Month-to-month,2,1
36.17,One year,2,0
86.73,Month-to-month,3,0
69.24,Month-to-month,1,0
43.31,One year,5,0
142.28,Month-to-month,1,0
46.8,Two year,4,1
96.03,Month-to-month,3,0
93.33,One year,3,0
63.79,Month-to-month,6,0
83.51,Month-to-month,2,0
74.09,Month-to-month,0,0
42.28,Month-to-month,7,1
84.4,Month-to-month,2,0
51.81,Month-to-month,1,1
47.18,One year,2,0
62.3,Month-to-month,1,0
90.55,One year,3,0
79.36,Month-to-month,4,0
90.12,Month-to-month,3,1
146.55,Two year,3,0
64.5,One year,3,1
79.86,Two year,1,0
70.73,Month-to-month,1,0
59.56,One year,3,0
66.4,One year,0,0
42.14,One year,1,0
63.97,One year,1,0
47.24,Month-to-month,2,0
20.89,One year,1,0
65.95,Month-to-month,2,0
15.67,Two year,4,0
94.15,Month-to-month,3,1
59.83,Month-to-month,3,1
72.47,Month-to-month,2,0
42.23,Month-to-month,5,0
80.71,Month-to-month,0,0
44.91,One year,1,0
71.63,Two year,3,1
40.12,Two year,0,0
50.53,One year,3,0
75.65,One year,1,0
89.47,Month-to-month,2,1
20.46,One year,1,0
74.4,One year,0,0
60.31,Month-to-month,2,1
48.44,Two year,3,0
109.67,Month-to-month,1,1
85.97,Month-to-month,2,1
82.5,Two year,3,0
31.6,Month-to-month,0,0
109.87,Month-to-month,1,0
69.61,Month-to-month,1,0
41.55,Month-to-month,1,0
52.85,Month-to-month,0,0
116.79,Two year,1,0
112.8,Month-to-month,0,0
111.73,Two year,1,0
53.92,Two year,5,0
74.77,Month-to-month,2,1
33.98,Month-to-month,2,0
69.25,Month-to-month,0,1
33.25,Month-to-month,4,1
85.45,Month-to-month,2,0
86.69,One year,2,0
44.39,One year,1,0
65.33,Two year,2,0
50.41,Month-to-month,1,0
36.44,Month-to-month,2,0
109.15,Month-to-month,4,1
40.18,Month-to-month,2,0
76.77,One year,4,1
103.58,Month-to-month,1,0
52.37,Month-to-month,2,0
57.33,Two year,1,0
87.86,Month-to-month,5,0
113.81,Month-to-month,2,0
38.33,Month-to-month,4,0
86.31,Month-to-month,2,1
77.22,Month-to-month,0,0
94.53,Month-to-month,2,1
60.88,Month-to-month,3,0
97.53,Month-to-month,1,0
139.94,Month-to-month,1,0
90.03,Two year,4,0
40.47,Month-to-month,4,1
75.67,Month-to-month,3,0
103.51,One year,3,1
52.54,Month-to-month,3,0
49.6,One year,2,0
71.41,One year,0,0
70.68,Month-to-month,4,0
147.78,Month-to-month,2,0
71.69,One year,3,1
53.97,Month-to-month,3,0
95.9,Month-to-month,0,0
27.16,Two year,1,0
75.22,Month-to-month,2,1
53.77,Month-to-month,3,0
78.48,Month-to-month,0,0
42.23,Two year,1,1
92.17,Month-to-month,0,1
99.04,Two year,3,0
75.39,One year,1,0
22.64,One year,2,0
116.27,Month-to-month,2,1
63.26,Two year,2,0
83.95,Month-to-month,3,0
87.23,One year,3,0
65.57,Month-to-month,4,0
71.08,One year,4,0
48.12,Month-to-month,2,0
35.17,Month-to-month,1,0
44.79,Month-to-month,3,1
80.61,One year,2,0
106.51,Month-to-month,2,0
80.93,Month-to-month,3,0
121.32,Month-to-month,0,0
93.27,Month-to-month,1,0
82.51,Month-to-month,1,0
104.88,One year,1,0
66.97,Month-to-month,1,0
94.24,One year,4,0
73.01,Month-to-month,1,1
80.22,Month-to-month,3,0
82.37,Month-to-month,0,0
47.22,One year,2,0
56.23,Month-to-month,6,0
120.51,Month-to-month,3,0
10.0,Month-to-month,2,0
47.93,Month-to-month,2,1
118.77,Two year,2,0
41.51,One year,4,0
99.18,Two year,4,1
53.98,Month-to-month,3,0
109.78,Month-to-month,0,1
95.07,Month-to-month,3,0
93.6,Month-to-month,2,0
77.28,Month-to-month,2,1
75.27,Two year,2,0
36.77,Month-to-month,0,0
60.73,One year,1,0
17.28,Month-to-month,2,0
52.72,Month-to-month,2,0
94.2,Month-to-month,1,0
92.4,Month-to-month,2,1
19.94,Two year,3,0
69.49,Month-to-month,0,0
91.12,Two year,2,0
26.14,Two year,3,0
102.76,One year,1,0
74.64,Month-to-month,0,1
95.56,Month-to-month,4,0
66.75,Month-to-month,2,0
47.58,Month-to-month,1,0
41.37,Two year,2,0
64.47,One year,3,0
107.48,Month-to-month,2,0
121.91,Month-to-month,1,1
61.68,Month-to-month,2,0
112.8,Month-to-month,4,0
105.45,One year,1,1
72.16,Month-to-month,1,1
89.23,Month-to-month,1,1
46.26,Month-to-month,4,0
84.94,One year,1,0
126.28,Month-to-month,3,1
54.7,Month-to-month,0,0
45.87,Month-to-month,2,1
82.39,Month-to-month,3,1
93.32,Two year,2,1
98.59,Two year,2,0
27.85,One year,0,0
20.01,Month-to-month,0,1
27.36,Month-to-month,1,0
83.05,Month-to-month,2,1
79.66,Two year,5,0
35.44,One year,3,0
50.4,One year,3,0
43.51,Month-to-month,2,1
117.64,Month-to-month,2,1
83.51,Month-to-month,0,0
45.5,Two year,4,0
91.4,Two year,0,0
103.78,One year,4,1
44.18,Month-to-month,3,0
32.27,Month-to-month,1,0
74.4,Two year,8,0
31.67,Month-to-month,2,0
56.82,Month-to-month,2,0
57.31,Month-to-month,2,1
64.7,One year,7,0
79.34,Month-to-month,4,0
87.16,Month-to-month,4,1
103.8,Month-to-month,2,1
56.62,Month-to-month,2,1
46.21,Month-to-month,1,0
66.9,Month-to-month,1,1
23.83,Month-to-month,2,1
101.73,Month-to-month,3,1
74.83,Month-to-month,4,0
76.32,One year,5,1
24.59,Month-to-month,4,0
34.7,Month-to-month,2,0
44.9,One year,2,0
121.48,Month-to-month,3,0
82.44,One year,2,0
89.85,One year,1,0
50.21,Month-to-month,5,0
95.6,Two year,3,0
63.46,Month-to-month,1,1
67.42,Month-to-month,1,1
81.47,Two year,1,0
105.77,Month-to-month,1,0
86.07,One year,3,1
126.02,Two year,2,0
121.7,Month-to-month,4,0
105.38,Two year,2,1
75.5,Month-to-month,3,0
113.43,One year,0,0
41.29,One year,1,0
15.05,One year,3,0
86.05,One year,3,0
104.99,Month-to-month,5,0
37.07,One year,5,0
39.99,Month-to-month,3,0
89.75,One year,2,0
75.68,Two year,1,0
73.25,Month-to-month,3,0
84.73,Two year,3,0
106.05,Month-to-month,1,0
54.45,Month-to-month,3,1
61.9,One year,1,1
76.64,Month-to-month,4,1
51.72,One year,1,0
33.52,One year,1,0
80.51,One year,4,0
10.0,Month-to-month,1,1
60.0,One year,2,0
60.0,Month-to-month,5,1
64.65,One year,2,0
21.8,Month-to-month,2,0
57.31,Two year,2,0
65.36,Month-to-month,2,0
74.03,Month-to-month,2,0
68.8,Month-to-month,1,1
74.99,One year,1,1
46.6,Month-to-month,1,0
43.91,Month-to-month,3,0
40.37,Two year,0,0
72.67,One year,0,0
107.99,Month-to-month,1,0
10.0,One year,0,0
107.12,One year,1,0
115.2,One year,2,1
10.0,Month-to-month,2,0
103.84,One year,2,0
83.68,Two year,4,1
80.76,One year,1,0
85.51,Month-to-month,1,0
22.82,One year,1,0
62.45,Two year,5,1
32.71,Month-to-month,1,0
75.22,One year,5,0
10.0,Two year,2,0
84.62,Month-to-month,1,1
85.76,Month-to-month,3,0
82.28,Month-to-month,2,0
16.66,Month-to-month,2,1
68.37,One year,3,1
47.2,Two year,2,0
67.2,Month-to-month,1,0
24.72,Two year,1,0
78.64,Month-to-month,3,0
13.24,Month-to-month,1,0
110.65,Month-to-month,1,1
64.73,Month-to-month,2,0
78.56,One year,6,0
92.46,Month-to-month,5,1
73.89,Month-to-month,4,0
105.51,Month-to-month,3,0
76.99,Month-to-month,4,0
117.82,Month-to-month,1,0
59.76,Two year,4,0
39.71,Month-to-month,2,0
80.12,Two year,2,0
93.06,Month-to-month,2,0
43.23,Month-to-month,3,1
39.61,Month-to-month,1,0
10.18,Month-to-month,4,0
95.8,Two year,1,0
83.18,Month-to-month,2,0
33.77,One year,2,0
44.65,Month-to-month,6,0
71.31,Month-to-month,1,0
73.71,One year,2,1
111.66,One year,1,0
80.02,One year,1,0
73.94,Month-to-month,1,0
28.9,Two year,2,1
52.13,One year,3,0
103.94,One year,0,0
38.33,Month-to-month,2,0
87.31,Month-to-month,0,0
62.77,Month-to-month,1,0
64.04,Month-to-month,2,1
34.82,Month-to-month,1,0
58.68,Month-to-month,1,0
65.58,Month-to-month,2,0
21.25,Month-to-month,0,0
10.0,Month-to-month,4,0
61.11,One year,0,0
41.96,Month-to-month,3,0
61.64,Month-to-month,4,0
42.82,Two year,2,0
65.02,Month-to-month,2,0
46.58,Month-to-month,4,0
18.69,Month-to-month,1,0
76.81,Month-to-month,2,1
28.71,One year,4,1
98.78,Month-to-month,0,0
65.23,Month-to-month,4,0
113.61,One year,4,1
121.22,Month-to-month,2,0
10.0,Month-to-month,5,0
29.2,Two year,2,0
59.5,One year,3,0
80.41,Month-to-month,2,0
111.13,One year,4,0
108.23,One year,0,0
55.08,One year,5,1
57.17,Month-to-month,2,0
52.14,Two year,1,0
38.85,Month-to-month,5,0
18.97,Month-to-month,1,0
54.22,Month-to-month,2,0
76.76,Month-to-month,4,0
105.94,One year,0,0
53.74,Two year,3,0
61.88,Month-to-month,3,1
103.43,Month-to-month,0,0
82.58,Month-to-month,1,0
68.8,Month-to-month,3,1
35.17,Month-to-month,2,0
81.24,Month-to-month,3,0
79.44,One year,3,0
64.89,Month-to-month,2,0
68.35,Two year,1,0
23.05,Month-to-month,1,0
47.12,Month-to-month,4,1
140.93,One year,5,1
84.0,Month-to-month,1,1
79.6,One year,4,0
99.37,Month-to-month,2,0
64.55,Month-to-month,2,0
87.66,One year,2,1
92.71,Two year,0,0
129.56,One year,3,0
59.43,Month-to-month,0,0
97.8,Two year,0,0
63.76,Month-to-month,2,0
41.72,One year,4,0
81.95,Month-to-month,1,0
129.22,Month-to-month,2,0
49.61,Month-to-month,2,0
69.7,Month-to-month,2,0
88.38,One year,2,0
78.71,Two year,0,0
106.55,Month-to-month,2,1
51.15,One year,2,1
39.44,One year,2,0
100.72,Month-to-month,3,1
73.86,Month-to-month,3,0
49.16,Month-to-month,4,0
131.9,One year,0,0
70.64,Month-to-month,5,1
94.47,One year,3,0
69.59,One year,2,0
59.76,One year,2,1
37.15,Two year,1,0
89.78,One year,3,1
67.71,Month-to-month,1,1
63.06,Month-to-month,1,0
73.7,Month-to-month,1,0
74.44,Month-to-month,1,1
68.65,Month-to-month,4,0
68.55,One year,4,0
70.97,Month-to-month,1,0
93.84,Month-to-month,3,0
77.07,Month-to-month,2,0
18.35,Month-to-month,2,0
66.32,Month-to-month,2,0
80.51,Month-to-month,6,0
98.43,Month-to-month,2,1
70.12,Month-to-month,1,0
112.49,Month-to-month,0,0
25.32,Two year,1,1
54.45,Month-to-month,1,0
84.75,Two year,0,0
16.64,Month-to-month,1,0
48.51,One year,2,0
63.69,Two year,2,0
65.51,Month-to-month,3,0
101.14,Month-to-month,1,0
87.96,Month-to-month,2,0
60.69,Month-to-month,0,0
18.25,One year,3,0
51.93,Month-to-month,4,1
81.42,Month-to-month,2,0
75.09,One year,1,0
70.27,Month-to-month,1,0
98.09,Month-to-month,3,1
98.66,One year,2,0
85.83,One year,2,1
124.12,Month-to-month,0,0
27.37,Month-to-month,2,1
59.27,Two year,1,0
28.0,Two year,4,1
98.3,Month-to-month,3,1
69.82,Month-to-month,0,0
55.02,One year,3,0
69.49,Month-to-month,2,0
28.46,Two year,5,0
122.1,Month-to-month,1,1
102.89,Month-to-month,5,1
10.0,One year,1,0
90.81,Month-to-month,2,1
66.94,Month-to-month,2,0
74.13,Month-to-month,3,0
97.71,One year,3,0
55.38,One year,4,0
110.37,Month-to-month,4,1
44.98,Month-to-month,3,0
54.17,Month-to-month,1,1
92.34,Month-to-month,0,1
93.76,One year,4,0
20.46,Month-to-month,2,0
81.38,Month-to-month,1,0
92.94,Two year,4,0
75.35,Month-to-month,1,1
38.08,Two year,0,0
84.45,One year,4,0
13.32,One year,2,0
63.22,Month-to-month,2,0
58.13,Two year,2,0
40.19,Month-to-month,6,0
71.78,Month-to-month,1,0
62.62,Two year,4,0
101.42,One year,2,0
24.34,One year,2,0
84.55,Month-to-month,1,0
61.2,One year,8,0
126.22,Two year,0,0
10.14,Month-to-month,5,1
48.01,One year,0,1
59.31,Month-to-month,3,0
28.99,One year,2,0
63.58,One year,2,0
95.05,Month-to-month,3,1
75.47,One year,5,0
88.66,Month-to-month,2,0
60.24,Month-to-month,2,0
59.92,One year,5,0
12.66,One year,0,0
52.03,Month-to-month,1,0
84.48,Month-to-month,2,0
66.93,Two year,1,0
122.07,Month-to-month,1,1
75.11,Month-to-month,7,1
123.16,Two year,2,0
63.72,Month-to-month,3,0
70.43,Month-to-month,1,0
70.34,Month-to-month,1,0
69.67,Month-to-month,2,0
67.24,Two year,2,0
69.87,One year,4,1
69.12,Month-to-month,3,0
115.04,One year,1,1
23.14,Month-to-month,3,0
26.11,Month-to-month,2,0
97.89,Month-to-month,2,0
92.92,Two year,2,0
44.05,Month-to-month,1,0
66.24,Month-to-month,2,1
48.2,Month-to-month,1,0
28.6,Month-to-month,2,0
80.34,Two year,2,0
64.01,Month-to-month,3,0
81.31,Month-to-month,2,1
72.3,Month-to-month,2,0
175.92,One year,2,0
102.23,Month-to-month,1,0
97.12,Month-to-month,2,0
125.79,One year,2,0
71.06,Month-to-month,1,0
117.98,Two year,3,0
79.67,One year,0,0
74.2,Two year,1,0
103.96,Month-to-month,6,1
56.04,Month-to-month,2,0
82.64,One year,2,0
40.14,Month-to-month,0,0
128.56,Month-to-month,2,1
109.31,Month-to-month,0,1
38.34,Two year,2,1
29.51,Two year,4,0
115.89,Two year,2,1
10.0,One year,3,0
131.73,One year,3,1
73.32,Month-to-month,0,0
71.44,One year,1,0
61.56,Month-to-month,4,1
68.15,Two year,1,0
98.35,Month-to-month,3,1
51.41,Month-to-month,1,0
80.35,Month-to-month,2,0
102.47,Month-to-month,2,0
45.64,Month-to-month,0,0
85.75,One year,2,1
55.75,Month-to-month,1,0
115.21,Month-to-month,2,0
40.11,One year,2,0
109.66,Month-to-month,1,1
59.15,Month-to-month,1,0
90.88,Month-to-month,2,1
23.5,Month-to-month,2,0
33.37,Two year,3,0
45.44,Month-to-month,4,0
24.35,One year,3,1
11.0,Month-to-month,3,1
99.9,Month-to-month,3,0
92.28,Month-to-month,3,0
10.0,Month-to-month,1,0
27.83,Month-to-month,2,0
129.83,One year,2,0
44.95,Two year,4,0
78.02,One year,2,1
59.61,Month-to-month,3,0
32.76,Two year,2,1
63.7,One year,3,0
103.17,Two year,5,0
55.09,Month-to-month,0,0
58.36,Month-to-month,3,0
119.76,Month-to-month,3,1
54.95,Month-to-month,2,0
72.13,One year,3,0
69.91,Month-to-month,3,0
70.08,Month-to-month,4,0
51.95,One year,4,1
148.66,Two year,2,0
93.09,Month-to-month,3,0
126.78,Month-to-month,0,0
33.51,Two year,4,0
79.78,Month-to-month,2,0
99.27,Two year,4,0
46.57,Month-to-month,3,0
74.35,One year,1,0
79.53,Month-to-month,4,0
96.48,Month-to-month,3,1
81.48,One year,1,0
107.79,Month-to-month,0,1
93.02,Month-to-month,1,1
10.0,Month-to-month,2,0
115.76,Month-to-month,3,0
47.48,Month-to-month,4,1
73.79,One year,1,0
65.35,Month-to-month,3,1
67.24,Month-to-month,1,0
69.19,Month-to-month,2,0
65.53,Month-to-month,0,0
96.26,One year,0,0
39.76,One year,1,0
48.35,One year,1,0
83.09,Month-to-month,3,0
30.95,One year,2,1
134.81,Month-to-month,5,1
61.07,Month-to-month,1,0
114.28,One year,2,0
66.1,One year,2,1
42.73,Month-to-month,1,0
75.51,Month-to-month,1,0
86.04,One year,0,0
59.6,One year,2,0
10.0,Month-to-month,1,1
64.64,Month-to-month,1,0
65.77,Two year,5,0
34.51,Month-to-month,1,0
113.59,Month-to-month,1,1
73.86,Month-to-month,2,0
101.94,Two year,6,1
92.7,Month-to-month,3,0
38.78,Two year,1,0
31.73,Month-to-month,1,1
46.44,Month-to-month,3,1
85.92,Two year,3,1
90.97,One year,0,0
119.86,Two year,2,0
78.67,One year,0,0
81.3,Two year,4,0
44.48,Month-to-month,1,0
17.11,One year,1,0
86.88,Month-to-month,2,1
23.69,Month-to-month,2,0
95.97,Two year,3,0
101.84,Month-to-month,4,0
84.04,Month-to-month,3,1
60.6,Month-to-month,2,1
58.9,One year,3,0
63.26,Month-to-month,4,0
124.18,Month-to-month,1,1
89.63,One year,2,1
91.0,Month-to-month,2,0
69.32,Month-to-month,1,1
103.72,Month-to-month,3,0
26.73,Month-to-month,3,1
44.02,Month-to-month,1,1
68.4,One year,3,1
75.84,One year,1,0
84.97,Month-to-month,0,0
43.39,Month-to-month,1,1
29.71,Month-to-month,2,0
32.08,Month-to-month,4,0
71.82,Month-to-month,1,0
41.6,Month-to-month,2,0
30.24,Month-to-month,0,0
38.55,One year,2,0
94.88,One year,1,0
49.54,Month-to-month,1,0
129.15,One year,3,0
122.31,Month-to-month,1,0
63.77,Month-to-month,3,0
57.98,Month-to-month,1,0
91.52,Month-to-month,2,0
67.66,Month-to-month,4,1
74.57,Two year,5,1
59.82,Month-to-month,1,0
28.74,Month-to-month,1,0
88.08,Month-to-month,5,1
85.49,Month-to-month,2,1
93.46,Month-to-month,3,1
90.45,Month-to-month,2,1
39.63,One year,4,0
89.7,Two year,4,0
65.03,Month-to-month,2,0
92.2,Month-to-month,5,1
48.33,Two year,4,0
115.93,Month-to-month,0,0
